0.01,0
0.059989,-0.00015525
0.10998,-0.00031049
0.15997,-0.00046558
0.20995,-0.00062039
0.25994,-0.0007748
0.30993,-0.00092866
0.35991,-0.0010818
0.4099,-0.0012342
0.45989,-0.0013856
0.50987,-0.001536
0.55986,-0.0016851
0.60984,-0.0018329
0.65983,-0.0019793
0.70981,-0.002124
0.75979,-0.002267
0.80978,-0.0024082
0.85976,-0.0025473
0.90975,-0.0026844
0.95973,-0.0028193
1.0097,-0.0029518
1.0597,-0.0030818
1.1097,-0.0032093
1.1597,-0.003334
1.2096,-0.003456
1.2596,-0.003575
1.3096,-0.0036909
1.3596,-0.0038037
1.4096,-0.0039133
1.4596,-0.0040194
1.5095,-0.0041222
1.5595,-0.0042213
1.6095,-0.0043168
1.6595,-0.0044085
1.7095,-0.0044963
1.7595,-0.0045802
1.8095,-0.0046601
1.8594,-0.0047359
1.9094,-0.0048074
1.9594,-0.0048747
2.0094,-0.0049376
2.0594,-0.0049961
2.1094,-0.0050501
2.1594,-0.0050995
2.2093,-0.0051443
2.2593,-0.0051844
2.3093,-0.0052197
2.3593,-0.0052503
2.4093,-0.005276
2.4593,-0.0052968
2.5093,-0.0053126
2.5593,-0.0053235
2.6093,-0.0053294
2.6593,-0.0053302
2.7093,-0.0053259
2.7593,-0.0053166
2.8093,-0.0053021
2.8593,-0.0052825
2.9093,-0.0052577
2.9593,-0.0052278
3.0093,-0.0051927
3.0593,-0.0051524
3.1093,-0.005107
3.1593,-0.0050564
3.2093,-0.0050007
3.2593,-0.0049398
3.3093,-0.0048738
3.3593,-0.0048028
3.4093,-0.0047267
3.4593,-0.0046455
3.5093,-0.0045594
3.5593,-0.0044683
3.6093,-0.0043723
3.6593,-0.0042715
3.7093,-0.0041658
3.7594,-0.0040554
3.8094,-0.0039403
3.8594,-0.0038206
3.9094,-0.0036963
3.9594,-0.0035675
4.0094,-0.0034344
4.0595,-0.0032969
4.1095,-0.0031552
4.1595,-0.0030093
4.2095,-0.0028594
4.2595,-0.0027055
4.3096,-0.0025477
4.3596,-0.0023862
4.4096,-0.0022211
4.4596,-0.0020524
4.5097,-0.0018803
4.5597,-0.001705
4.6097,-0.0015264
4.6598,-0.0013448
4.7098,-0.0011603
4.7598,-0.00097305
4.8099,-0.00078314
4.8599,-0.00059073
4.9099,-0.00039597
4.96,-0.00019901
5.01,-2.9548e-12
5.0599,-0.0016879
5.1099,-0.003374
5.1598,-0.005057
5.2098,-0.0067352
5.2597,-0.0084074
5.3097,-0.010072
5.3596,-0.011728
5.4095,-0.013373
5.4595,-0.015006
5.5094,-0.016626
5.5594,-0.018231
5.6093,-0.01982
5.6592,-0.021391
5.7092,-0.022944
5.7591,-0.024476
5.8091,-0.025986
5.859,-0.027474
5.909,-0.028937
5.9589,-0.030375
6.0089,-0.031786
6.0588,-0.033169
6.1088,-0.034522
6.1587,-0.035845
6.2087,-0.037135
6.2586,-0.038393
6.3086,-0.039617
6.3585,-0.040805
6.4085,-0.041957
6.4584,-0.043071
6.5084,-0.044147
6.5584,-0.045184
6.6083,-0.04618
6.6583,-0.047134
6.7082,-0.048046
6.7582,-0.048914
6.8082,-0.049738
6.8581,-0.050517
6.9081,-0.05125
6.9581,-0.051937
7.008,-0.052576
7.058,-0.053167
7.108,-0.053709
7.158,-0.054202
7.208,-0.054645
7.2579,-0.055037
7.3079,-0.055378
7.3579,-0.055668
7.4079,-0.055905
7.4579,-0.05609
7.5079,-0.056223
7.5579,-0.056302
7.6079,-0.056328
7.6579,-0.0563
7.7079,-0.056218
7.7579,-0.056083
7.8079,-0.055893
7.8579,-0.05565
7.9079,-0.055352
7.9579,-0.054999
8.0079,-0.054593
8.0579,-0.054133
8.1079,-0.053619
8.158,-0.053051
8.208,-0.05243
8.258,-0.051756
8.308,-0.051028
8.358,-0.050249
8.4081,-0.049417
8.4581,-0.048534
8.5081,-0.047599
8.5582,-0.046614
8.6082,-0.045579
8.6583,-0.044495
8.7083,-0.043362
8.7583,-0.042181
8.8084,-0.040952
8.8584,-0.039678
8.9085,-0.038357
8.9585,-0.036992
9.0086,-0.035584
9.0586,-0.034132
9.1087,-0.032639
9.1588,-0.031105
9.2088,-0.029532
9.2589,-0.027919
9.309,-0.02627
9.359,-0.024584
9.4091,-0.022864
9.4592,-0.02111
9.5092,-0.019324
9.5593,-0.017506
9.6094,-0.015659
9.6594,-0.013785
9.7095,-0.011883
9.7596,-0.0099562
9.8097,-0.0080059
9.8598,-0.0060334
9.9098,-0.0040404
9.9599,-0.0020286
10.01,5.2012e-07
10.06,-0.0040203
10.11,-0.0080288
10.16,-0.012021
10.21,-0.015995
10.259,-0.019945
10.309,-0.023869
10.359,-0.027764
10.409,-0.031626
10.459,-0.035451
10.509,-0.039236
10.559,-0.042979
10.609,-0.046676
10.659,-0.050323
10.709,-0.053918
10.758,-0.057457
10.808,-0.060938
10.858,-0.064357
10.908,-0.067711
10.958,-0.070998
11.008,-0.074215
11.058,-0.077359
11.108,-0.080427
11.158,-0.083417
11.208,-0.086325
11.258,-0.08915
11.308,-0.091889
11.357,-0.09454
11.407,-0.0971
11.457,-0.099567
11.507,-0.10194
11.557,-0.10421
11.607,-0.10639
11.657,-0.10846
11.707,-0.11044
11.757,-0.1123
11.807,-0.11406
11.857,-0.11571
11.907,-0.11726
11.957,-0.11869
12.007,-0.12
12.057,-0.12121
12.107,-0.1223
12.157,-0.12327
12.207,-0.12413
12.257,-0.12487
12.307,-0.12548
12.356,-0.12598
12.406,-0.12636
12.456,-0.12662
12.506,-0.12676
12.556,-0.12677
12.606,-0.12667
12.656,-0.12644
12.706,-0.12608
12.756,-0.12561
12.806,-0.12501
12.856,-0.12429
12.907,-0.12345
12.957,-0.12249
13.007,-0.1214
13.057,-0.1202
13.107,-0.11887
13.157,-0.11742
13.207,-0.11586
13.257,-0.11418
13.307,-0.11238
13.357,-0.11046
13.407,-0.10843
13.457,-0.10628
13.507,-0.10402
13.557,-0.10165
13.607,-0.099172
13.657,-0.096582
13.707,-0.093885
13.757,-0.091082
13.807,-0.088175
13.857,-0.085166
13.908,-0.082056
13.958,-0.078847
14.008,-0.075541
14.058,-0.07214
14.108,-0.068646
14.158,-0.06506
14.208,-0.061386
14.258,-0.057624
14.308,-0.053778
14.358,-0.049849
14.409,-0.045839
14.459,-0.041751
14.509,-0.037588
14.559,-0.03335
14.609,-0.029042
14.659,-0.024664
14.709,-0.02022
14.759,-0.015711
14.809,-0.01114
14.86,-0.0065101
14.91,-0.0018227
14.96,0.0029196
15.01,0.0077144
15.06,0.0015031
15.11,-0.0046661
15.16,-0.010786
15.209,-0.01685
15.259,-0.022849
15.309,-0.028778
15.359,-0.034629
15.409,-0.040393
15.459,-0.046064
15.509,-0.051635
15.558,-0.057097
15.608,-0.062444
15.658,-0.067668
15.708,-0.072761
15.758,-0.077716
15.808,-0.082525
15.858,-0.087181
15.907,-0.091676
15.957,-0.096002
16.007,-0.10015
16.057,-0.10412
16.107,-0.10789
16.157,-0.11147
16.207,-0.11484
16.257,-0.11799
16.306,-0.12093
16.356,-0.12363
16.406,-0.1261
16.456,-0.12832
16.506,-0.13029
16.556,-0.13199
16.606,-0.13343
16.656,-0.1346
16.706,-0.13548
16.756,-0.13607
16.806,-0.13636
16.856,-0.13634
16.905,-0.13601
16.955,-0.13536
17.005,-0.13438
17.055,-0.13306
17.105,-0.1314
17.155,-0.12938
17.205,-0.12701
17.255,-0.12426
17.305,-0.12114
17.355,-0.11764
17.405,-0.11374
17.455,-0.10944
17.505,-0.10474
17.555,-0.099623
17.605,-0.094082
17.655,-0.088111
17.705,-0.0817
17.755,-0.074843
17.805,-0.067532
17.855,-0.059757
17.905,-0.051512
17.955,-0.042789
18.005,-0.033578
18.055,-0.023873
18.105,-0.013664
